Method	ID	Branch	Number of mutations	FP	FN	TP
PhyloSigFinder.QP	m7_S81_k1_eps0.2	3	176	3	0	4
PhyloSigFinder.QP	m7_S81_k1_eps0.2	2	162	5	0	3
PhyloSigFinder.QP	m7_S81_k1_eps0.2	5	36	4	0	3
PhyloSigFinder.QP	m7_S81_k1_eps0.2	4	52	4	1	2
PhyloSigFinder.QP	m7_S81_k1_eps0.2	7	164	3	0	3
PhyloSigFinder.QP	m7_S81_k1_eps0.2	6	39	6	2	1
QP	m7_S10_k1_eps0.3	1	126	0	10	5
QP	m7_S10_k1_eps0.3	3	81	1	9	6
QP	m7_S10_k1_eps0.3	2	117	2	8	7
QP	m7_S10_k1_eps0.3	5	88	0	8	7
QP	m7_S10_k1_eps0.3	4	174	1	11	4
QP	m7_S10_k1_eps0.3	7	139	1	7	8
QP	m7_S10_k1_eps0.3	6	63	1	7	8
QP	m7_S10_k1_eps0.3	1	126	1	3	4
QP	m7_S10_k1_eps0.3	3	81	4	4	3
QP	m7_S10_k1_eps0.3	2	117	3	1	6
QP	m7_S10_k1_eps0.3	5	88	3	3	4
QP	m7_S10_k1_eps0.3	4	174	1	3	4
QP	m7_S10_k1_eps0.3	7	139	3	1	6
QP	m7_S10_k1_eps0.3	6	63	3	1	6
QP	m7_S10_k1_eps0.3	1	126	1	0	4
QP	m7_S10_k1_eps0.3	3	81	4	1	3
QP	m7_S10_k1_eps0.3	2	117	5	0	4
QP	m7_S10_k1_eps0.3	5	88	4	0	3
QP	m7_S10_k1_eps0.3	4	174	2	0	3
QP	m7_S10_k1_eps0.3	7	139	5	0	4
QP	m7_S10_k1_eps0.3	6	63	5	0	4
PhyloSigFinder.QP	m7_S10_k1_eps0.3	1	126	0	7	8
PhyloSigFinder.QP	m7_S10_k1_eps0.3	3	81	1	8	7
PhyloSigFinder.QP	m7_S10_k1_eps0.3	2	117	1	7	8
PhyloSigFinder.QP	m7_S10_k1_eps0.3	5	88	0	9	6
PhyloSigFinder.QP	m7_S10_k1_eps0.3	4	174	0	7	8
PhyloSigFinder.QP	m7_S10_k1_eps0.3	7	139	0	7	8
PhyloSigFinder.QP	m7_S10_k1_eps0.3	6	63	0	7	8
PhyloSigFinder.QP	m7_S10_k1_eps0.3	1	126	2	1	6
PhyloSigFinder.QP	m7_S10_k1_eps0.3	3	81	3	2	5
PhyloSigFinder.QP	m7_S10_k1_eps0.3	2	117	3	1	6
PhyloSigFinder.QP	m7_S10_k1_eps0.3	5	88	2	3	4
PhyloSigFinder.QP	m7_S10_k1_eps0.3	4	174	3	2	5
PhyloSigFinder.QP	m7_S10_k1_eps0.3	7	139	2	1	6
PhyloSigFinder.QP	m7_S10_k1_eps0.3	6	63	2	1	6
PhyloSigFinder.QP	m7_S10_k1_eps0.3	1	126	4	0	4
PhyloSigFinder.QP	m7_S10_k1_eps0.3	3	81	4	0	4
PhyloSigFinder.QP	m7_S10_k1_eps0.3	2	117	5	0	4
PhyloSigFinder.QP	m7_S10_k1_eps0.3	5	88	4	1	2
PhyloSigFinder.QP	m7_S10_k1_eps0.3	4	174	6	1	2
PhyloSigFinder.QP	m7_S10_k1_eps0.3	7	139	4	0	4
PhyloSigFinder.QP	m7_S10_k1_eps0.3	6	63	4	0	4
QP	m7_S12_k1_eps0.3	1	91	2	7	6
QP	m7_S12_k1_eps0.3	3	117	1	7	6
QP	m7_S12_k1_eps0.3	2	125	2	15	4
QP	m7_S12_k1_eps0.3	5	96	0	6	7
QP	m7_S12_k1_eps0.3	4	91	0	5	8
QP	m7_S12_k1_eps0.3	7	150	1	7	6
QP	m7_S12_k1_eps0.3	6	195	1	7	6
QP	m7_S12_k1_eps0.3	1	91	3	1	5
QP	m7_S12_k1_eps0.3	3	117	2	1	5
QP	m7_S12_k1_eps0.3	2	125	2	2	4
QP	m7_S12_k1_eps0.3	5	96	1	0	6
QP	m7_S12_k1_eps0.3	4	91	2	0	6
QP	m7_S12_k1_eps0.3	7	150	1	0	6
QP	m7_S12_k1_eps0.3	6	195	1	0	6
QP	m7_S12_k1_eps0.3	1	91	4	0	4
QP	m7_S12_k1_eps0.3	3	117	3	0	4
QP	m7_S12_k1_eps0.3	2	125	3	1	3
QP	m7_S12_k1_eps0.3	5	96	3	0	4
QP	m7_S12_k1_eps0.3	4	91	4	0	4
QP	m7_S12_k1_eps0.3	7	150	3	0	4
QP	m7_S12_k1_eps0.3	6	195	3	0	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	1	91	0	6	7
PhyloSigFinder.QP	m7_S12_k1_eps0.3	3	117	0	6	7
PhyloSigFinder.QP	m7_S12_k1_eps0.3	2	125	3	13	6
PhyloSigFinder.QP	m7_S12_k1_eps0.3	5	96	0	8	5
PhyloSigFinder.QP	m7_S12_k1_eps0.3	4	91	0	7	6
PhyloSigFinder.QP	m7_S12_k1_eps0.3	7	150	0	5	8
PhyloSigFinder.QP	m7_S12_k1_eps0.3	6	195	2	4	9
PhyloSigFinder.QP	m7_S12_k1_eps0.3	1	91	2	1	5
PhyloSigFinder.QP	m7_S12_k1_eps0.3	3	117	2	1	5
PhyloSigFinder.QP	m7_S12_k1_eps0.3	2	125	5	2	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	5	96	0	1	5
PhyloSigFinder.QP	m7_S12_k1_eps0.3	4	91	1	1	5
PhyloSigFinder.QP	m7_S12_k1_eps0.3	7	150	2	0	6
PhyloSigFinder.QP	m7_S12_k1_eps0.3	6	195	5	0	6
PhyloSigFinder.QP	m7_S12_k1_eps0.3	1	91	3	0	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	3	117	3	0	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	2	125	6	1	3
PhyloSigFinder.QP	m7_S12_k1_eps0.3	5	96	1	0	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	4	91	2	0	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	7	150	4	0	4
PhyloSigFinder.QP	m7_S12_k1_eps0.3	6	195	7	0	4
QP	m7_S23_k1_eps0.3	1	178	1	8	6
QP	m7_S23_k1_eps0.3	3	174	0	8	6
QP	m7_S23_k1_eps0.3	2	115	1	6	8
QP	m7_S23_k1_eps0.3	5	51	1	9	5
QP	m7_S23_k1_eps0.3	4	54	0	11	3
QP	m7_S23_k1_eps0.3	7	38	2	12	5
QP	m7_S23_k1_eps0.3	6	176	0	6	8
QP	m7_S23_k1_eps0.3	1	178	2	2	5
QP	m7_S23_k1_eps0.3	3	174	1	2	5
QP	m7_S23_k1_eps0.3	2	115	3	1	6
QP	m7_S23_k1_eps0.3	5	51	1	2	5
QP	m7_S23_k1_eps0.3	4	54	0	4	3
QP	m7_S23_k1_eps0.3	7	38	2	2	5
QP	m7_S23_k1_eps0.3	6	176	2	1	6
QP	m7_S23_k1_eps0.3	1	178	5	2	2
QP	m7_S23_k1_eps0.3	3	174	3	1	3
QP	m7_S23_k1_eps0.3	2	115	6	1	3
QP	m7_S23_k1_eps0.3	5	51	3	1	3
QP	m7_S23_k1_eps0.3	4	54	1	2	2
QP	m7_S23_k1_eps0.3	7	38	3	0	4
QP	m7_S23_k1_eps0.3	6	176	4	0	4
PhyloSigFinder.QP	m7_S23_k1_eps0.3	1	178	0	4	10
PhyloSigFinder.QP	m7_S23_k1_eps0.3	3	174	1	8	6
PhyloSigFinder.QP	m7_S23_k1_eps0.3	2	115	0	4	10
PhyloSigFinder.QP	m7_S23_k1_eps0.3	5	51	0	7	7
PhyloSigFinder.QP	m7_S23_k1_eps0.3	4	54	0	8	6
PhyloSigFinder.QP	m7_S23_k1_eps0.3	7	38	0	11	6
PhyloSigFinder.QP	m7_S23_k1_eps0.3	6	176	1	5	9
PhyloSigFinder.QP	m7_S23_k1_eps0.3	1	178	4	1	6
PhyloSigFinder.QP	m7_S23_k1_eps0.3	3	174	3	3	4
PhyloSigFinder.QP	m7_S23_k1_eps0.3	2	115	4	1	6
PhyloSigFinder.QP	m7_S23_k1_eps0.3	5	51	2	2	5
PhyloSigFinder.QP	m7_S23_k1_eps0.3	4	54	1	2	5
PhyloSigFinder.QP	m7_S23_k1_eps0.3	7	38	1	2	5
PhyloSigFinder.QP	m7_S23_k1_eps0.3	6	176	6	3	4
PhyloSigFinder.QP	m7_S23_k1_eps0.3	1	178	7	1	3
PhyloSigFinder.QP	m7_S23_k1_eps0.3	3	174	4	1	3
PhyloSigFinder.QP	m7_S23_k1_eps0.3	2	115	7	1	3
PhyloSigFinder.QP	m7_S23_k1_eps0.3	5	51	4	1	3
PhyloSigFinder.QP	m7_S23_k1_eps0.3	4	54	3	1	3
PhyloSigFinder.QP	m7_S23_k1_eps0.3	7	38	2	0	4
PhyloSigFinder.QP	m7_S23_k1_eps0.3	6	176	8	2	2
QP	m7_S30_k1_eps0.3	1	52	0	6	5
QP	m7_S30_k1_eps0.3	3	33	2	7	4
QP	m7_S30_k1_eps0.3	2	58	1	6	5
QP	m7_S30_k1_eps0.3	5	162	0	5	6
QP	m7_S30_k1_eps0.3	4	113	0	5	6
QP	m7_S30_k1_eps0.3	7	154	0	4	7
QP	m7_S30_k1_eps0.3	6	146	0	5	6
QP	m7_S30_k1_eps0.3	1	52	0	3	5
QP	m7_S30_k1_eps0.3	3	33	3	5	3
QP	m7_S30_k1_eps0.3	2	58	1	3	5
QP	m7_S30_k1_eps0.3	5	162	0	2	6
QP	m7_S30_k1_eps0.3	4	113	2	1	4
QP	m7_S30_k1_eps0.3	7	154	0	1	7
QP	m7_S30_k1_eps0.3	6	146	0	2	6
QP	m7_S30_k1_eps0.3	1	52	2	1	3
QP	m7_S30_k1_eps0.3	3	33	3	1	3
QP	m7_S30_k1_eps0.3	2	58	2	0	4
QP	m7_S30_k1_eps0.3	5	162	2	0	4
QP	m7_S30_k1_eps0.3	4	113	3	0	3
QP	m7_S30_k1_eps0.3	7	154	3	0	4
QP	m7_S30_k1_eps0.3	6	146	2	0	4
PhyloSigFinder.QP	m7_S30_k1_eps0.3	1	52	1	6	5
PhyloSigFinder.QP	m7_S30_k1_eps0.3	3	33	1	8	3
PhyloSigFinder.QP	m7_S30_k1_eps0.3	2	58	1	6	5
PhyloSigFinder.QP	m7_S30_k1_eps0.3	5	162	0	4	7
PhyloSigFinder.QP	m7_S30_k1_eps0.3	4	113	0	3	8
PhyloSigFinder.QP	m7_S30_k1_eps0.3	7	154	0	4	7
PhyloSigFinder.QP	m7_S30_k1_eps0.3	6	146	1	5	6
PhyloSigFinder.QP	m7_S30_k1_eps0.3	1	52	1	3	5
PhyloSigFinder.QP	m7_S30_k1_eps0.3	3	33	1	5	3
PhyloSigFinder.QP	m7_S30_k1_eps0.3	2	58	1	3	5
PhyloSigFinder.QP	m7_S30_k1_eps0.3	5	162	0	1	7
PhyloSigFinder.QP	m7_S30_k1_eps0.3	4	113	4	1	4
PhyloSigFinder.QP	m7_S30_k1_eps0.3	7	154	0	1	7
PhyloSigFinder.QP	m7_S30_k1_eps0.3	6	146	1	2	6
PhyloSigFinder.QP	m7_S30_k1_eps0.3	1	52	3	1	3
PhyloSigFinder.QP	m7_S30_k1_eps0.3	3	33	1	1	3
PhyloSigFinder.QP	m7_S30_k1_eps0.3	2	58	2	0	4
PhyloSigFinder.QP	m7_S30_k1_eps0.3	5	162	3	0	4
PhyloSigFinder.QP	m7_S30_k1_eps0.3	4	113	5	0	3
PhyloSigFinder.QP	m7_S30_k1_eps0.3	7	154	3	0	4
PhyloSigFinder.QP	m7_S30_k1_eps0.3	6	146	3	0	4
QP	m7_S43_k1_eps0.3	1	55	1	8	7
QP	m7_S43_k1_eps0.3	3	54	3	9	6
QP	m7_S43_k1_eps0.3	2	174	0	9	6
QP	m7_S43_k1_eps0.3	5	80	1	7	8
QP	m7_S43_k1_eps0.3	4	32	4	12	3
QP	m7_S43_k1_eps0.3	7	85	1	8	7
QP	m7_S43_k1_eps0.3	6	123	0	9	6
QP	m7_S43_k1_eps0.3	1	55	3	3	5
QP	m7_S43_k1_eps0.3	3	54	4	3	5
QP	m7_S43_k1_eps0.3	2	174	0	2	6
QP	m7_S43_k1_eps0.3	5	80	1	0	8
QP	m7_S43_k1_eps0.3	4	32	4	5	3
QP	m7_S43_k1_eps0.3	7	85	3	5	5
QP	m7_S43_k1_eps0.3	6	123	0	2	6
QP	m7_S43_k1_eps0.3	1	55	5	1	3
QP	m7_S43_k1_eps0.3	3	54	6	1	3
QP	m7_S43_k1_eps0.3	2	174	2	0	4
QP	m7_S43_k1_eps0.3	5	80	5	0	4
QP	m7_S43_k1_eps0.3	4	32	6	3	1
QP	m7_S43_k1_eps0.3	7	85	7	0	1
QP	m7_S43_k1_eps0.3	6	123	2	0	4
PhyloSigFinder.QP	m7_S43_k1_eps0.3	1	55	0	8	7
PhyloSigFinder.QP	m7_S43_k1_eps0.3	3	54	0	7	8
PhyloSigFinder.QP	m7_S43_k1_eps0.3	2	174	0	3	12
PhyloSigFinder.QP	m7_S43_k1_eps0.3	5	80	0	7	8
PhyloSigFinder.QP	m7_S43_k1_eps0.3	4	32	1	8	7
PhyloSigFinder.QP	m7_S43_k1_eps0.3	7	85	1	8	7
PhyloSigFinder.QP	m7_S43_k1_eps0.3	6	123	0	8	7
PhyloSigFinder.QP	m7_S43_k1_eps0.3	1	55	2	3	5
PhyloSigFinder.QP	m7_S43_k1_eps0.3	3	54	2	2	6
PhyloSigFinder.QP	m7_S43_k1_eps0.3	2	174	5	1	7
PhyloSigFinder.QP	m7_S43_k1_eps0.3	5	80	2	2	6
PhyloSigFinder.QP	m7_S43_k1_eps0.3	4	32	3	3	5
PhyloSigFinder.QP	m7_S43_k1_eps0.3	7	85	4	6	4
PhyloSigFinder.QP	m7_S43_k1_eps0.3	6	123	1	2	6
PhyloSigFinder.QP	m7_S43_k1_eps0.3	1	55	3	0	4
PhyloSigFinder.QP	m7_S43_k1_eps0.3	3	54	4	0	4
PhyloSigFinder.QP	m7_S43_k1_eps0.3	2	174	8	0	4
PhyloSigFinder.QP	m7_S43_k1_eps0.3	5	80	4	0	4
PhyloSigFinder.QP	m7_S43_k1_eps0.3	4	32	5	1	3
PhyloSigFinder.QP	m7_S43_k1_eps0.3	7	85	7	0	1
PhyloSigFinder.QP	m7_S43_k1_eps0.3	6	123	3	0	4
QP	m7_S49_k1_eps0.3	1	132	1	9	4
QP	m7_S49_k1_eps0.3	3	156	0	7	9
QP	m7_S49_k1_eps0.3	2	140	1	11	5
QP	m7_S49_k1_eps0.3	5	185	0	10	6
QP	m7_S49_k1_eps0.3	4	189	0	9	7
QP	m7_S49_k1_eps0.3	7	63	2	8	5
QP	m7_S49_k1_eps0.3	6	86	1	8	5
QP	m7_S49_k1_eps0.3	1	132	1	2	4
QP	m7_S49_k1_eps0.3	3	156	2	1	7
QP	m7_S49_k1_eps0.3	2	140	1	3	5
QP	m7_S49_k1_eps0.3	5	185	0	2	6
QP	m7_S49_k1_eps0.3	4	189	1	2	6
QP	m7_S49_k1_eps0.3	7	63	3	2	4
QP	m7_S49_k1_eps0.3	6	86	2	2	4
QP	m7_S49_k1_eps0.3	1	132	3	0	2
QP	m7_S49_k1_eps0.3	3	156	6	0	3
QP	m7_S49_k1_eps0.3	2	140	3	0	3
QP	m7_S49_k1_eps0.3	5	185	3	0	3
QP	m7_S49_k1_eps0.3	4	189	4	0	3
QP	m7_S49_k1_eps0.3	7	63	5	0	2
QP	m7_S49_k1_eps0.3	6	86	4	0	2
PhyloSigFinder.QP	m7_S49_k1_eps0.3	1	132	1	9	4
PhyloSigFinder.QP	m7_S49_k1_eps0.3	3	156	0	6	10
PhyloSigFinder.QP	m7_S49_k1_eps0.3	2	140	1	8	8
PhyloSigFinder.QP	m7_S49_k1_eps0.3	5	185	2	9	7
PhyloSigFinder.QP	m7_S49_k1_eps0.3	4	189	0	7	9
PhyloSigFinder.QP	m7_S49_k1_eps0.3	7	63	1	9	4
PhyloSigFinder.QP	m7_S49_k1_eps0.3	6	86	1	7	6
PhyloSigFinder.QP	m7_S49_k1_eps0.3	1	132	1	2	4
PhyloSigFinder.QP	m7_S49_k1_eps0.3	3	156	2	0	8
PhyloSigFinder.QP	m7_S49_k1_eps0.3	2	140	2	1	7
PhyloSigFinder.QP	m7_S49_k1_eps0.3	5	185	3	2	6
PhyloSigFinder.QP	m7_S49_k1_eps0.3	4	189	1	0	8
PhyloSigFinder.QP	m7_S49_k1_eps0.3	7	63	2	3	3
PhyloSigFinder.QP	m7_S49_k1_eps0.3	6	86	3	2	4
PhyloSigFinder.QP	m7_S49_k1_eps0.3	1	132	3	0	2
PhyloSigFinder.QP	m7_S49_k1_eps0.3	3	156	7	0	3
PhyloSigFinder.QP	m7_S49_k1_eps0.3	2	140	6	0	3
PhyloSigFinder.QP	m7_S49_k1_eps0.3	5	185	6	0	3
PhyloSigFinder.QP	m7_S49_k1_eps0.3	4	189	6	0	3
PhyloSigFinder.QP	m7_S49_k1_eps0.3	7	63	3	0	2
PhyloSigFinder.QP	m7_S49_k1_eps0.3	6	86	5	0	2
QP	m7_S61_k1_eps0.3	1	132	0	11	5
QP	m7_S61_k1_eps0.3	3	105	1	12	4
QP	m7_S61_k1_eps0.3	2	66	0	11	5
QP	m7_S61_k1_eps0.3	5	24	2	9	5
QP	m7_S61_k1_eps0.3	4	32	2	12	4
QP	m7_S61_k1_eps0.3	7	56	3	14	2
QP	m7_S61_k1_eps0.3	6	41	1	9	7
QP	m7_S61_k1_eps0.3	1	132	1	1	4
QP	m7_S61_k1_eps0.3	3	105	1	1	4
QP	m7_S61_k1_eps0.3	2	66	2	2	3
QP	m7_S61_k1_eps0.3	5	24	4	4	3
QP	m7_S61_k1_eps0.3	4	32	3	2	3
QP	m7_S61_k1_eps0.3	7	56	3	3	2
QP	m7_S61_k1_eps0.3	6	41	4	1	4
QP	m7_S61_k1_eps0.3	1	132	3	0	2
QP	m7_S61_k1_eps0.3	3	105	3	0	2
QP	m7_S61_k1_eps0.3	2	66	4	1	1
QP	m7_S61_k1_eps0.3	5	24	5	0	2
QP	m7_S61_k1_eps0.3	4	32	4	0	2
QP	m7_S61_k1_eps0.3	7	56	3	0	2
QP	m7_S61_k1_eps0.3	6	41	6	0	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	1	132	0	8	8
PhyloSigFinder.QP	m7_S61_k1_eps0.3	3	105	1	9	7
PhyloSigFinder.QP	m7_S61_k1_eps0.3	2	66	0	12	4
PhyloSigFinder.QP	m7_S61_k1_eps0.3	5	24	0	9	5
PhyloSigFinder.QP	m7_S61_k1_eps0.3	4	32	0	13	3
PhyloSigFinder.QP	m7_S61_k1_eps0.3	7	56	0	13	3
PhyloSigFinder.QP	m7_S61_k1_eps0.3	6	41	0	10	6
PhyloSigFinder.QP	m7_S61_k1_eps0.3	1	132	4	1	4
PhyloSigFinder.QP	m7_S61_k1_eps0.3	3	105	4	1	4
PhyloSigFinder.QP	m7_S61_k1_eps0.3	2	66	1	2	3
PhyloSigFinder.QP	m7_S61_k1_eps0.3	5	24	2	4	3
PhyloSigFinder.QP	m7_S61_k1_eps0.3	4	32	0	2	3
PhyloSigFinder.QP	m7_S61_k1_eps0.3	7	56	1	3	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	6	41	2	1	4
PhyloSigFinder.QP	m7_S61_k1_eps0.3	1	132	6	0	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	3	105	6	0	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	2	66	3	1	1
PhyloSigFinder.QP	m7_S61_k1_eps0.3	5	24	3	0	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	4	32	1	0	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	7	56	1	0	2
PhyloSigFinder.QP	m7_S61_k1_eps0.3	6	41	4	0	2
QP	m7_S66_k1_eps0.3	1	131	0	7	7
QP	m7_S66_k1_eps0.3	3	67	1	9	5
QP	m7_S66_k1_eps0.3	2	194	0	8	6
QP	m7_S66_k1_eps0.3	5	172	0	8	3
QP	m7_S66_k1_eps0.3	4	34	1	6	5
QP	m7_S66_k1_eps0.3	7	93	2	9	5
QP	m7_S66_k1_eps0.3	6	181	1	8	6
QP	m7_S66_k1_eps0.3	1	131	0	1	7
QP	m7_S66_k1_eps0.3	3	67	1	3	5
QP	m7_S66_k1_eps0.3	2	194	0	2	6
QP	m7_S66_k1_eps0.3	5	172	0	3	3
QP	m7_S66_k1_eps0.3	4	34	2	2	4
QP	m7_S66_k1_eps0.3	7	93	3	4	4
QP	m7_S66_k1_eps0.3	6	181	1	2	6
QP	m7_S66_k1_eps0.3	1	131	5	0	2
QP	m7_S66_k1_eps0.3	3	67	4	0	2
QP	m7_S66_k1_eps0.3	2	194	4	0	2
QP	m7_S66_k1_eps0.3	5	172	1	0	2
QP	m7_S66_k1_eps0.3	4	34	4	0	2
QP	m7_S66_k1_eps0.3	7	93	5	0	2
QP	m7_S66_k1_eps0.3	6	181	5	0	2
PhyloSigFinder.QP	m7_S66_k1_eps0.3	1	131	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	3	67	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	2	194	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	5	172	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	4	34	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	7	93	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	6	181	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	1	131	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	3	67	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	2	194	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	5	172	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	4	34	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	7	93	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	6	181	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	1	131	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	3	67	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	2	194	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	5	172	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	4	34	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	7	93	NA	NA	NA
PhyloSigFinder.QP	m7_S66_k1_eps0.3	6	181	NA	NA	NA
QP	m7_S7_k1_eps0.3	1	54	1	6	6
QP	m7_S7_k1_eps0.3	3	188	0	6	6
QP	m7_S7_k1_eps0.3	2	62	3	7	5
QP	m7_S7_k1_eps0.3	5	147	1	5	7
QP	m7_S7_k1_eps0.3	4	79	0	7	5
QP	m7_S7_k1_eps0.3	7	187	0	6	6
QP	m7_S7_k1_eps0.3	6	59	2	8	4
QP	m7_S7_k1_eps0.3	1	54	2	2	5
QP	m7_S7_k1_eps0.3	3	188	0	1	6
QP	m7_S7_k1_eps0.3	2	62	3	2	5
QP	m7_S7_k1_eps0.3	5	147	1	0	7
QP	m7_S7_k1_eps0.3	4	79	0	2	5
QP	m7_S7_k1_eps0.3	7	187	0	0	6
QP	m7_S7_k1_eps0.3	6	59	2	3	4
QP	m7_S7_k1_eps0.3	1	54	4	0	3
QP	m7_S7_k1_eps0.3	3	188	3	0	3
QP	m7_S7_k1_eps0.3	2	62	5	0	3
QP	m7_S7_k1_eps0.3	5	147	5	0	3
QP	m7_S7_k1_eps0.3	4	79	2	0	3
QP	m7_S7_k1_eps0.3	7	187	2	0	4
QP	m7_S7_k1_eps0.3	6	59	3	0	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	1	54	0	7	5
PhyloSigFinder.QP	m7_S7_k1_eps0.3	3	188	0	6	6
PhyloSigFinder.QP	m7_S7_k1_eps0.3	2	62	0	6	6
PhyloSigFinder.QP	m7_S7_k1_eps0.3	5	147	2	4	8
PhyloSigFinder.QP	m7_S7_k1_eps0.3	4	79	0	6	6
PhyloSigFinder.QP	m7_S7_k1_eps0.3	7	187	0	2	10
PhyloSigFinder.QP	m7_S7_k1_eps0.3	6	59	4	9	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	1	54	2	4	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	3	188	2	3	4
PhyloSigFinder.QP	m7_S7_k1_eps0.3	2	62	2	3	4
PhyloSigFinder.QP	m7_S7_k1_eps0.3	5	147	4	1	6
PhyloSigFinder.QP	m7_S7_k1_eps0.3	4	79	1	2	5
PhyloSigFinder.QP	m7_S7_k1_eps0.3	7	187	4	0	6
PhyloSigFinder.QP	m7_S7_k1_eps0.3	6	59	4	4	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	1	54	2	0	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	3	188	3	0	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	2	62	3	0	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	5	147	7	0	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	4	79	3	0	3
PhyloSigFinder.QP	m7_S7_k1_eps0.3	7	187	6	0	4
PhyloSigFinder.QP	m7_S7_k1_eps0.3	6	59	4	0	3
QP	m7_S81_k1_eps0.3	1	101	0	7	6
QP	m7_S81_k1_eps0.3	3	180	0	4	9
QP	m7_S81_k1_eps0.3	2	27	3	8	5
QP	m7_S81_k1_eps0.3	5	74	2	5	6
QP	m7_S81_k1_eps0.3	4	19	3	10	3
QP	m7_S81_k1_eps0.3	7	21	1	9	4
QP	m7_S81_k1_eps0.3	6	146	0	5	8
QP	m7_S81_k1_eps0.3	1	101	0	3	6
QP	m7_S81_k1_eps0.3	3	180	1	1	8
QP	m7_S81_k1_eps0.3	2	27	3	4	5
QP	m7_S81_k1_eps0.3	5	74	4	1	4
QP	m7_S81_k1_eps0.3	4	19	4	7	2
QP	m7_S81_k1_eps0.3	7	21	1	5	4
QP	m7_S81_k1_eps0.3	6	146	1	2	7
QP	m7_S81_k1_eps0.3	1	101	4	2	2
QP	m7_S81_k1_eps0.3	3	180	5	0	4
QP	m7_S81_k1_eps0.3	2	27	6	2	2
QP	m7_S81_k1_eps0.3	5	74	5	1	3
QP	m7_S81_k1_eps0.3	4	19	6	4	0
QP	m7_S81_k1_eps0.3	7	21	3	2	2
QP	m7_S81_k1_eps0.3	6	146	5	1	3
PhyloSigFinder.QP	m7_S81_k1_eps0.3	1	101	0	7	6
PhyloSigFinder.QP	m7_S81_k1_eps0.3	3	180	0	4	9
PhyloSigFinder.QP	m7_S81_k1_eps0.3	2	27	0	7	6
PhyloSigFinder.QP	m7_S81_k1_eps0.3	5	74	3	6	5
PhyloSigFinder.QP	m7_S81_k1_eps0.3	4	19	NA	NA	NA
PhyloSigFinder.QP	m7_S81_k1_eps0.3	7	21	0	10	3
PhyloSigFinder.QP	m7_S81_k1_eps0.3	6	146	0	5	8
PhyloSigFinder.QP	m7_S81_k1_eps0.3	1	101	0	3	6
PhyloSigFinder.QP	m7_S81_k1_eps0.3	3	180	2	2	7
PhyloSigFinder.QP	m7_S81_k1_eps0.3	2	27	1	4	5
PhyloSigFinder.QP	m7_S81_k1_eps0.3	5	74	4	1	4
PhyloSigFinder.QP	m7_S81_k1_eps0.3	4	19	NA	NA	NA
PhyloSigFinder.QP	m7_S81_k1_eps0.3	7	21	0	6	3
PhyloSigFinder.QP	m7_S81_k1_eps0.3	6	146	1	2	7
PhyloSigFinder.QP	m7_S81_k1_eps0.3	1	101	4	2	2
PhyloSigFinder.QP	m7_S81_k1_eps0.3	3	180	6	1	3
